  No;Problem;                                                                            ;;
 386;lwb/k_grz_n.4500.spartacus;                                            179.87; Sat  ;
 387;lwb/k_grz_n.5000.spartacus;                                            290.85; Sat  ;
 388;lwb/k_grz_n.5500.spartacus;                                           TIMEOUT;      ;
 389;lwb/k_grz_n.6000.spartacus;                                           TIMEOUT;      ;
 390;lwb/k_grz_n.6500.spartacus;                                           TIMEOUT;      ;
 391;lwb/k_grz_n.7000.spartacus;                                           TIMEOUT;      ;
 392;lwb/k_grz_n.8000.spartacus;                                           TIMEOUT;      ;
 393;lwb/k_grz_p.0010.spartacus;                                              0.00; Unsat;
 394;lwb/k_grz_p.0020.spartacus;                                              0.00; Unsat;
 395;lwb/k_grz_p.0030.spartacus;                                              0.00; Unsat;
 396;lwb/k_grz_p.0040.spartacus;                                              0.00; Unsat;
 397;lwb/k_grz_p.0050.spartacus;                                              0.01; Unsat;
 398;lwb/k_grz_p.0060.spartacus;                                              0.01; Unsat;
 399;lwb/k_grz_p.0070.spartacus;                                              0.02; Unsat;
 400;lwb/k_grz_p.0080.spartacus;                                              0.03; Unsat;
 401;lwb/k_grz_p.0090.spartacus;                                              0.04; Unsat;
 402;lwb/k_grz_p.0100.spartacus;                                              0.05; Unsat;
 403;lwb/k_grz_p.0200.spartacus;                                              0.20; Unsat;
 404;lwb/k_grz_p.0300.spartacus;                                              0.45; Unsat;
 405;lwb/k_grz_p.0400.spartacus;                                              0.81; Unsat;
 406;lwb/k_grz_p.0500.spartacus;                                              1.20; Unsat;
 407;lwb/k_grz_p.0600.spartacus;                                              1.75; Unsat;
 408;lwb/k_grz_p.0700.spartacus;                                              2.67; Unsat;
 409;lwb/k_grz_p.0800.spartacus;                                              3.51; Unsat;
 410;lwb/k_grz_p.0900.spartacus;                                              4.25; Unsat;
 411;lwb/k_grz_p.1000.spartacus;                                              5.11; Unsat;
 412;lwb/k_grz_p.1100.spartacus;                                              6.10; Unsat;
 413;lwb/k_grz_p.1200.spartacus;                                              9.92; Unsat;
 414;lwb/k_grz_p.1300.spartacus;                                             11.71; Unsat;
 415;lwb/k_grz_p.1400.spartacus;                                             13.78; Unsat;
 416;lwb/k_grz_p.1500.spartacus;                                             15.99; Unsat;
 417;lwb/k_grz_p.1600.spartacus;                                             18.57; Unsat;
 418;lwb/k_grz_p.1700.spartacus;                                             21.54; Unsat;
 419;lwb/k_grz_p.1800.spartacus;                                             25.85; Unsat;
 420;lwb/k_grz_p.1900.spartacus;                                             29.96; Unsat;
 421;lwb/k_grz_p.2000.spartacus;                                             32.81; Unsat;
 422;lwb/k_grz_p.2100.spartacus;                                             36.08; Unsat;
 423;lwb/k_grz_p.2200.spartacus;                                             46.94; Unsat;
 424;lwb/k_grz_p.2300.spartacus;                                             55.95; Unsat;
 425;lwb/k_grz_p.2400.spartacus;                                             60.63; Unsat;
 426;lwb/k_grz_p.2500.spartacus;                                             64.92; Unsat;
 427;lwb/k_grz_p.2600.spartacus;                                             69.09; Unsat;
 428;lwb/k_grz_p.2700.spartacus;                                             72.16; Unsat;
 429;lwb/k_grz_p.2800.spartacus;                                             81.89; Unsat;
 430;lwb/k_grz_p.2900.spartacus;                                             95.09; Unsat;
 431;lwb/k_grz_p.3000.spartacus;                                            100.32; Unsat;
 432;lwb/k_grz_p.3100.spartacus;                                            107.64; Unsat;
 433;lwb/k_grz_p.3200.spartacus;                                            127.99; Unsat;
 434;lwb/k_grz_p.3300.spartacus;                                            132.11; Unsat;
 435;lwb/k_grz_p.3400.spartacus;                                            152.06; Unsat;
 436;lwb/k_grz_p.3500.spartacus;                                            162.63; Unsat;
 437;lwb/k_grz_p.3600.spartacus;                                            174.63; Unsat;
 438;lwb/k_grz_p.3700.spartacus;                                            199.19; Unsat;
 439;lwb/k_grz_p.3800.spartacus;                                            227.54; Unsat;
 440;lwb/k_grz_p.3900.spartacus;                                            253.03; Unsat;
 441;lwb/k_grz_p.4000.spartacus;                                            304.02; Unsat;
 442;lwb/k_grz_p.4500.spartacus;                                           TIMEOUT;      ;
 443;lwb/k_grz_p.5000.spartacus;                                           TIMEOUT;      ;
 444;lwb/k_grz_p.5500.spartacus;                                           TIMEOUT;      ;
 445;lwb/k_grz_p.6000.spartacus;                                           TIMEOUT;      ;
 446;lwb/k_grz_p.6500.spartacus;                                           TIMEOUT;      ;
 447;lwb/k_grz_p.7000.spartacus;                                           TIMEOUT;      ;
 448;lwb/k_grz_p.8000.spartacus;                                           TIMEOUT;      ;
 449;lwb/k_lin_n.0010.spartacus;                                              0.00; Sat  ;
 450;lwb/k_lin_n.0020.spartacus;                                              0.00; Sat  ;
 451;lwb/k_lin_n.0030.spartacus;                                              0.01; Sat  ;
 452;lwb/k_lin_n.0040.spartacus;                                              0.01; Sat  ;
 453;lwb/k_lin_n.0050.spartacus;                                              0.02; Sat  ;
 454;lwb/k_lin_n.0060.spartacus;                                              0.02; Sat  ;
 455;lwb/k_lin_n.0070.spartacus;                                              0.03; Sat  ;
 456;lwb/k_lin_n.0080.spartacus;                                              0.04; Sat  ;
 457;lwb/k_lin_n.0090.spartacus;                                              0.05; Sat  ;
 458;lwb/k_lin_n.0100.spartacus;                                              0.06; Sat  ;
 459;lwb/k_lin_n.0200.spartacus;                                              0.19; Sat  ;
 460;lwb/k_lin_n.0300.spartacus;                                              0.40; Sat  ;
 461;lwb/k_lin_n.0400.spartacus;                                              0.66; Sat  ;
 462;lwb/k_lin_n.0500.spartacus;                                              1.03; Sat  ;
 463;lwb/k_lin_n.0600.spartacus;                                              1.44; Sat  ;
 464;lwb/k_lin_n.0700.spartacus;                                              1.95; Sat  ;
 465;lwb/k_lin_n.0800.spartacus;                                              2.27; Sat  ;
 466;lwb/k_lin_n.0900.spartacus;                                              3.20; Sat  ;
 467;lwb/k_lin_n.1000.spartacus;                                              3.56; Sat  ;
 468;lwb/k_lin_n.1100.spartacus;                                              4.90; Sat  ;
 469;lwb/k_lin_n.1200.spartacus;                                              5.03; Sat  ;
 470;lwb/k_lin_n.1300.spartacus;                                              6.63; Sat  ;
 471;lwb/k_lin_n.1400.spartacus;                                              7.28; Sat  ;
 472;lwb/k_lin_n.1500.spartacus;                                             11.19; Sat  ;
 473;lwb/k_lin_n.1600.spartacus;                                             12.27; Sat  ;
 474;lwb/k_lin_n.1700.spartacus;                                             13.34; Sat  ;
 475;lwb/k_lin_n.1800.spartacus;                                             15.93; Sat  ;
 476;lwb/k_lin_n.1900.spartacus;                                             17.50; Sat  ;
 477;lwb/k_lin_n.2000.spartacus;                                             19.14; Sat  ;
 478;lwb/k_lin_n.2100.spartacus;                                             22.19; Sat  ;
 479;lwb/k_lin_n.2200.spartacus;                                             24.25; Sat  ;
 480;lwb/k_lin_n.2300.spartacus;                                             33.19; Sat  ;
 481;lwb/k_lin_n.2400.spartacus;                                             35.41; Sat  ;
 482;lwb/k_lin_n.2500.spartacus;                                             38.78; Sat  ;
 483;lwb/k_lin_n.2600.spartacus;                                           TIMEOUT;      ;
 484;lwb/k_lin_n.2700.spartacus;                                           TIMEOUT;      ;
 485;lwb/k_lin_n.2800.spartacus;                                           TIMEOUT;      ;
 486;lwb/k_lin_n.2900.spartacus;                                           TIMEOUT;      ;
 487;lwb/k_lin_n.3000.spartacus;                                           TIMEOUT;      ;
 488;lwb/k_lin_n.3100.spartacus;                                           TIMEOUT;      ;
 489;lwb/k_lin_n.3200.spartacus;                                           TIMEOUT;      ;
 490;lwb/k_lin_n.3300.spartacus;                                           TIMEOUT;      ;
 491;lwb/k_lin_n.3400.spartacus;                                           TIMEOUT;      ;
 492;lwb/k_lin_n.3600.spartacus;                                           TIMEOUT;      ;
 493;lwb/k_lin_n.3800.spartacus;                                           TIMEOUT;      ;
 494;lwb/k_lin_n.4000.spartacus;                                           TIMEOUT;      ;
 495;lwb/k_lin_n.4200.spartacus;                                           TIMEOUT;      ;
 496;lwb/k_lin_n.4400.spartacus;                                           TIMEOUT;      ;
 497;lwb/k_lin_n.4600.spartacus;                                           TIMEOUT;      ;
 498;lwb/k_lin_n.4800.spartacus;                                           TIMEOUT;      ;
 499;lwb/k_lin_n.5000.spartacus;                                           TIMEOUT;      ;
 500;lwb/k_lin_n.5200.spartacus;                                           TIMEOUT;      ;
 501;lwb/k_lin_n.5400.spartacus;                                           TIMEOUT;      ;
 502;lwb/k_lin_n.5600.spartacus;                                           TIMEOUT;      ;
 503;lwb/k_lin_n.5800.spartacus;                                           TIMEOUT;      ;
 504;lwb/k_lin_n.6000.spartacus;                                           TIMEOUT;      ;
 505;lwb/k_lin_p.000010.spartacus;                                            0.00; Unsat;
 506;lwb/k_lin_p.000020.spartacus;                                            0.00; Unsat;
 507;lwb/k_lin_p.000030.spartacus;                                            0.00; Unsat;
 508;lwb/k_lin_p.000040.spartacus;                                            0.00; Unsat;
 509;lwb/k_lin_p.000050.spartacus;                                            0.00; Unsat;
 510;lwb/k_lin_p.000060.spartacus;                                            0.00; Unsat;
 511;lwb/k_lin_p.000070.spartacus;                                            0.00; Unsat;
 512;lwb/k_lin_p.000080.spartacus;                                            0.00; Unsat;
 513;lwb/k_lin_p.000090.spartacus;                                            0.01; Unsat;
 514;lwb/k_lin_p.000100.spartacus;                                            0.01; Unsat;
 515;lwb/k_lin_p.000200.spartacus;                                            0.02; Unsat;
 516;lwb/k_lin_p.000300.spartacus;                                            0.03; Unsat;
 517;lwb/k_lin_p.000400.spartacus;                                            0.04; Unsat;
 518;lwb/k_lin_p.000500.spartacus;                                            0.06; Unsat;
 519;lwb/k_lin_p.000600.spartacus;                                            0.07; Unsat;
 520;lwb/k_lin_p.000700.spartacus;                                            0.09; Unsat;
 521;lwb/k_lin_p.000800.spartacus;                                            0.10; Unsat;
 522;lwb/k_lin_p.000900.spartacus;                                            0.11; Unsat;
 523;lwb/k_lin_p.001000.spartacus;                                            0.13; Unsat;
 524;lwb/k_lin_p.002000.spartacus;                                            0.29; Unsat;
 525;lwb/k_lin_p.003000.spartacus;                                            0.48; Unsat;
 526;lwb/k_lin_p.004000.spartacus;                                            0.67; Unsat;
 527;lwb/k_lin_p.005000.spartacus;                                            0.86; Unsat;
 528;lwb/k_lin_p.006000.spartacus;                                            1.08; Unsat;
 529;lwb/k_lin_p.007000.spartacus;                                            1.32; Unsat;
 530;lwb/k_lin_p.008000.spartacus;                                            1.61; Unsat;
 531;lwb/k_lin_p.009000.spartacus;                                            1.88; Unsat;
 532;lwb/k_lin_p.010000.spartacus;                                            2.13; Unsat;
 533;lwb/k_lin_p.020000.spartacus;                                            5.82; Unsat;
 534;lwb/k_lin_p.030000.spartacus;                                           10.91; Unsat;
 535;lwb/k_lin_p.040000.spartacus;                                           17.53; Unsat;
 536;lwb/k_lin_p.050000.spartacus;                                           25.39; Unsat;
 537;lwb/k_lin_p.060000.spartacus;                                           27.21; Unsat;
 538;lwb/k_lin_p.070000.spartacus;                                           35.01; Unsat;
 539;lwb/k_lin_p.080000.spartacus;                                           43.65; Unsat;
 540;lwb/k_lin_p.090000.spartacus;                                           53.51; Unsat;
 541;lwb/k_lin_p.100000.spartacus;                                           64.32; Unsat;
 542;lwb/k_lin_p.110000.spartacus;                                           76.39; Unsat;
 543;lwb/k_lin_p.120000.spartacus;                                           92.41; Unsat;
 544;lwb/k_lin_p.130000.spartacus;                                          105.48; Unsat;
 545;lwb/k_lin_p.140000.spartacus;                                          121.05; Unsat;
 546;lwb/k_lin_p.150000.spartacus;                                          137.63; Unsat;
 547;lwb/k_lin_p.160000.spartacus;                                          154.46; Unsat;
 548;lwb/k_lin_p.170000.spartacus;                                          167.96; Unsat;
 549;lwb/k_lin_p.180000.spartacus;                                          185.30; Unsat;
 550;lwb/k_lin_p.190000.spartacus;                                          214.88; Unsat;
 551;lwb/k_lin_p.200000.spartacus;                                          237.79; Unsat;
 552;lwb/k_lin_p.225000.spartacus;                                          297.37; Unsat;
 553;lwb/k_lin_p.250000.spartacus;                                          360.89; Unsat;
 554;lwb/k_lin_p.275000.spartacus;                                          431.21; Unsat;
 555;lwb/k_lin_p.300000.spartacus;                                          508.48; Unsat;
 556;lwb/k_lin_p.325000.spartacus;                                          588.67; Unsat;
 557;lwb/k_lin_p.350000.spartacus;                                          676.38; Unsat;
 558;lwb/k_lin_p.375000.spartacus;                                          785.45; Unsat;
 559;lwb/k_lin_p.400000.spartacus;                                          891.26; Unsat;
 560;lwb/k_lin_p.500000.spartacus;                                         TIMEOUT;      ;
 561;lwb/k_path_n.0002.spartacus;                                             0.00; Sat  ;
 562;lwb/k_path_n.0004.spartacus;                                             0.00; Sat  ;
 563;lwb/k_path_n.0006.spartacus;                                             0.00; Sat  ;
 564;lwb/k_path_n.0008.spartacus;                                             0.01; Sat  ;
 565;lwb/k_path_n.0010.spartacus;                                             0.02; Sat  ;
 566;lwb/k_path_n.0012.spartacus;                                             0.03; Sat  ;
 567;lwb/k_path_n.0014.spartacus;                                             0.04; Sat  ;
 568;lwb/k_path_n.0016.spartacus;                                             0.07; Sat  ;
 569;lwb/k_path_n.0018.spartacus;                                             0.09; Sat  ;
 570;lwb/k_path_n.0020.spartacus;                                             0.13; Sat  ;
 571;lwb/k_path_n.0030.spartacus;                                             0.41; Sat  ;
 572;lwb/k_path_n.0040.spartacus;                                             0.94; Sat  ;
 573;lwb/k_path_n.0050.spartacus;                                             1.74; Sat  ;
 574;lwb/k_path_n.0060.spartacus;                                             3.01; Sat  ;
 575;lwb/k_path_n.0070.spartacus;                                             4.68; Sat  ;
 576;lwb/k_path_n.0080.spartacus;                                             7.00; Sat  ;
 577;lwb/k_path_n.0090.spartacus;                                             9.84; Sat  ;
 578;lwb/k_path_n.0100.spartacus;                                            13.47; Sat  ;
 579;lwb/k_path_n.0110.spartacus;                                            17.94; Sat  ;
 580;lwb/k_path_n.0120.spartacus;                                            23.30; Sat  ;
 581;lwb/k_path_n.0130.spartacus;                                            29.49; Sat  ;
 582;lwb/k_path_n.0140.spartacus;                                            36.75; Sat  ;
 583;lwb/k_path_n.0150.spartacus;                                            45.19; Sat  ;
 584;lwb/k_path_n.0160.spartacus;                                            54.60; Sat  ;
 585;lwb/k_path_n.0170.spartacus;                                            65.06; Sat  ;
 586;lwb/k_path_n.0180.spartacus;                                            78.25; Sat  ;
 587;lwb/k_path_n.0190.spartacus;                                            90.93; Sat  ;
 588;lwb/k_path_n.0200.spartacus;                                           105.45; Sat  ;
 589;lwb/k_path_n.0210.spartacus;                                           122.10; Sat  ;
 590;lwb/k_path_n.0220.spartacus;                                           140.32; Sat  ;
 591;lwb/k_path_n.0230.spartacus;                                           160.45; Sat  ;
 592;lwb/k_path_n.0240.spartacus;                                           182.62; Sat  ;
 593;lwb/k_path_n.0250.spartacus;                                           205.69; Sat  ;
 594;lwb/k_path_n.0260.spartacus;                                           230.00; Sat  ;
 595;lwb/k_path_n.0270.spartacus;                                           259.54; Sat  ;
 596;lwb/k_path_n.0280.spartacus;                                           281.03; Sat  ;
 597;lwb/k_path_n.0290.spartacus;                                           313.83; Sat  ;
 598;lwb/k_path_n.0300.spartacus;                                           352.83; Sat  ;
 599;lwb/k_path_n.0310.spartacus;                                           366.74; Sat  ;
 600;lwb/k_path_n.0320.spartacus;                                           397.12; Sat  ;
 601;lwb/k_path_n.0330.spartacus;                                           406.61; Sat  ;
 602;lwb/k_path_n.0340.spartacus;                                           450.12; Sat  ;
 603;lwb/k_path_n.0350.spartacus;                                           491.44; Sat  ;
 604;lwb/k_path_n.0360.spartacus;                                           532.62; Sat  ;
 605;lwb/k_path_n.0370.spartacus;                                           541.86; Sat  ;
 606;lwb/k_path_n.0380.spartacus;                                           617.27; Sat  ;
 607;lwb/k_path_n.0390.spartacus;                                           627.21; Sat  ;
 608;lwb/k_path_n.0400.spartacus;                                           651.45; Sat  ;
 609;lwb/k_path_n.0500.spartacus;                                          TIMEOUT;      ;
 610;lwb/k_path_n.0600.spartacus;                                          TIMEOUT;      ;
 611;lwb/k_path_n.0700.spartacus;                                          TIMEOUT;      ;
 612;lwb/k_path_n.0800.spartacus;                                          TIMEOUT;      ;
 613;lwb/k_path_n.0900.spartacus;                                          TIMEOUT;      ;
 614;lwb/k_path_n.1000.spartacus;                                          TIMEOUT;      ;
 615;lwb/k_path_n.1100.spartacus;                                          TIMEOUT;      ;
 616;lwb/k_path_n.1200.spartacus;                                          TIMEOUT;      ;
 617;lwb/k_path_p.0002.spartacus;                                             0.00; Unsat;
 618;lwb/k_path_p.0004.spartacus;                                             0.00; Unsat;
 619;lwb/k_path_p.0006.spartacus;                                             0.00; Unsat;
 620;lwb/k_path_p.0008.spartacus;                                             0.01; Unsat;
 621;lwb/k_path_p.0010.spartacus;                                             0.01; Unsat;
 622;lwb/k_path_p.0012.spartacus;                                             0.02; Unsat;
 623;lwb/k_path_p.0014.spartacus;                                             0.04; Unsat;
 624;lwb/k_path_p.0016.spartacus;                                             0.06; Unsat;
 625;lwb/k_path_p.0018.spartacus;                                             0.09; Unsat;
 626;lwb/k_path_p.0020.spartacus;                                             0.11; Unsat;
 627;lwb/k_path_p.0030.spartacus;                                             0.37; Unsat;
 628;lwb/k_path_p.0040.spartacus;                                             0.88; Unsat;
 629;lwb/k_path_p.0050.spartacus;                                             1.71; Unsat;
 630;lwb/k_path_p.0060.spartacus;                                             2.98; Unsat;
 631;lwb/k_path_p.0070.spartacus;                                             4.67; Unsat;
 632;lwb/k_path_p.0080.spartacus;                                             6.94; Unsat;
 633;lwb/k_path_p.0090.spartacus;                                             9.88; Unsat;
 634;lwb/k_path_p.0100.spartacus;                                            13.53; Unsat;
 635;lwb/k_path_p.0110.spartacus;                                            18.09; Unsat;
 636;lwb/k_path_p.0120.spartacus;                                            23.66; Unsat;
 637;lwb/k_path_p.0130.spartacus;                                            29.91; Unsat;
 638;lwb/k_path_p.0140.spartacus;                                            37.14; Unsat;
 639;lwb/k_path_p.0150.spartacus;                                            45.89; Unsat;
 640;lwb/k_path_p.0160.spartacus;                                            55.84; Unsat;
 641;lwb/k_path_p.0170.spartacus;                                            66.76; Unsat;
 642;lwb/k_path_p.0180.spartacus;                                            79.65; Unsat;
 643;lwb/k_path_p.0190.spartacus;                                            93.18; Unsat;
 644;lwb/k_path_p.0200.spartacus;                                           108.52; Unsat;
 645;lwb/k_path_p.0210.spartacus;                                           124.92; Unsat;
 646;lwb/k_path_p.0220.spartacus;                                           143.39; Unsat;
 647;lwb/k_path_p.0230.spartacus;                                           164.26; Unsat;
 648;lwb/k_path_p.0240.spartacus;                                           187.16; Unsat;
 649;lwb/k_path_p.0250.spartacus;                                           211.45; Unsat;
 650;lwb/k_path_p.0260.spartacus;                                           237.80; Unsat;
 651;lwb/k_path_p.0270.spartacus;                                           266.82; Unsat;
 652;lwb/k_path_p.0280.spartacus;                                           289.34; Unsat;
 653;lwb/k_path_p.0290.spartacus;                                           317.92; Unsat;
 654;lwb/k_path_p.0300.spartacus;                                           338.05; Unsat;
 655;lwb/k_path_p.0310.spartacus;                                           382.30; Unsat;
 656;lwb/k_path_p.0320.spartacus;                                           416.26; Unsat;
 657;lwb/k_path_p.0330.spartacus;                                           434.54; Unsat;
 658;lwb/k_path_p.0340.spartacus;                                           455.74; Unsat;
 659;lwb/k_path_p.0350.spartacus;                                           535.26; Unsat;
 660;lwb/k_path_p.0360.spartacus;                                           543.25; Unsat;
 661;lwb/k_path_p.0370.spartacus;                                           574.60; Unsat;
 662;lwb/k_path_p.0380.spartacus;                                           605.52; Unsat;
 663;lwb/k_path_p.0390.spartacus;                                           682.03; Unsat;
 664;lwb/k_path_p.0400.spartacus;                                           698.15; Unsat;
 665;lwb/k_path_p.0500.spartacus;                                          TIMEOUT;      ;
 666;lwb/k_path_p.0600.spartacus;                                          TIMEOUT;      ;
 667;lwb/k_path_p.0700.spartacus;                                          TIMEOUT;      ;
 668;lwb/k_path_p.0800.spartacus;                                          TIMEOUT;      ;
 669;lwb/k_path_p.0900.spartacus;                                          TIMEOUT;      ;
 670;lwb/k_path_p.1000.spartacus;                                          TIMEOUT;      ;
 671;lwb/k_path_p.1100.spartacus;                                          TIMEOUT;      ;
 672;lwb/k_path_p.1200.spartacus;                                          TIMEOUT;      ;
 673;lwb/k_ph_n.0002.spartacus;                                               0.00; Sat  ;
 674;lwb/k_ph_n.0004.spartacus;                                               0.00; Sat  ;
 675;lwb/k_ph_n.0006.spartacus;                                               0.00; Sat  ;
 676;lwb/k_ph_n.0008.spartacus;                                               0.00; Sat  ;
 677;lwb/k_ph_n.0010.spartacus;                                               0.01; Sat  ;
 678;lwb/k_ph_n.0012.spartacus;                                               0.02; Sat  ;
 679;lwb/k_ph_n.0014.spartacus;                                               0.05; Sat  ;
 680;lwb/k_ph_n.0016.spartacus;                                               0.10; Sat  ;
 681;lwb/k_ph_n.0018.spartacus;                                               0.20; Sat  ;
 682;lwb/k_ph_n.0020.spartacus;                                               0.37; Sat  ;
 683;lwb/k_ph_n.0025.spartacus;                                               1.28; Sat  ;
 684;lwb/k_ph_n.0030.spartacus;                                               3.70; Sat  ;
 685;lwb/k_ph_n.0035.spartacus;                                               9.19; Sat  ;
 686;lwb/k_ph_n.0040.spartacus;                                              20.35; Sat  ;
 687;lwb/k_ph_n.0045.spartacus;                                              42.14; Sat  ;
 688;lwb/k_ph_n.0050.spartacus;                                              77.33; Sat  ;
 689;lwb/k_ph_n.0055.spartacus;                                             139.61; Sat  ;
 690;lwb/k_ph_n.0060.spartacus;                                             166.57; Sat  ;
 691;lwb/k_ph_n.0065.spartacus;                                             273.05; Sat  ;
 692;lwb/k_ph_n.0070.spartacus;                                             432.18; Sat  ;
 693;lwb/k_ph_n.0075.spartacus;                                             653.20; Sat  ;
 694;lwb/k_ph_n.0080.spartacus;                                             919.12; Sat  ;
 695;lwb/k_ph_n.0085.spartacus;                                            TIMEOUT;      ;
 696;lwb/k_ph_n.0090.spartacus;                                            TIMEOUT;      ;
 697;lwb/k_ph_n.0095.spartacus;                                            TIMEOUT;      ;
 698;lwb/k_ph_n.0100.spartacus;                                            TIMEOUT;      ;
 699;lwb/k_ph_n.0105.spartacus;                                            TIMEOUT;      ;
 700;lwb/k_ph_n.0110.spartacus;                                            TIMEOUT;      ;
 701;lwb/k_ph_n.0115.spartacus;                                            TIMEOUT;      ;
 702;lwb/k_ph_n.0120.spartacus;                                            TIMEOUT;      ;
 703;lwb/k_ph_n.0125.spartacus;                                            TIMEOUT;      ;
 704;lwb/k_ph_n.0130.spartacus;                                            TIMEOUT;      ;
 705;lwb/k_ph_n.0135.spartacus;                                            TIMEOUT;      ;
 706;lwb/k_ph_n.0140.spartacus;                                            TIMEOUT;      ;
 707;lwb/k_ph_n.0145.spartacus;                                            TIMEOUT;      ;
 708;lwb/k_ph_n.0150.spartacus;                                            TIMEOUT;      ;
 709;lwb/k_ph_n.0155.spartacus;                                            TIMEOUT;      ;
 710;lwb/k_ph_n.0160.spartacus;                                            TIMEOUT;      ;
 711;lwb/k_ph_n.0165.spartacus;                                            TIMEOUT;      ;
 712;lwb/k_ph_n.0170.spartacus;                                            TIMEOUT;      ;
 713;lwb/k_ph_n.0175.spartacus;                                            TIMEOUT;      ;
 714;lwb/k_ph_n.0180.spartacus;                                            TIMEOUT;      ;
 715;lwb/k_ph_n.0185.spartacus;                                            TIMEOUT;      ;
 716;lwb/k_ph_n.0190.spartacus;                                            TIMEOUT;      ;
 717;lwb/k_ph_n.0195.spartacus;                                            TIMEOUT;      ;
 718;lwb/k_ph_n.0200.spartacus;                                            TIMEOUT;      ;
 719;lwb/k_ph_n.0205.spartacus;                                            TIMEOUT;      ;
 720;lwb/k_ph_n.0210.spartacus;                                            TIMEOUT;      ;
 721;lwb/k_ph_n.0215.spartacus;                                            TIMEOUT;      ;
 722;lwb/k_ph_n.0220.spartacus;                                            TIMEOUT;      ;
 723;lwb/k_ph_n.0225.spartacus;                                            TIMEOUT;      ;
 724;lwb/k_ph_n.0230.spartacus;                                            TIMEOUT;      ;
 725;lwb/k_ph_n.0235.spartacus;                                            TIMEOUT;      ;
 726;lwb/k_ph_n.0240.spartacus;                                            TIMEOUT;      ;
 727;lwb/k_ph_n.0245.spartacus;                                            TIMEOUT;      ;
 728;lwb/k_ph_n.0250.spartacus;                                            TIMEOUT;      ;
 729;lwb/k_ph_p.0001.spartacus;                                               0.00; Unsat;
 730;lwb/k_ph_p.0002.spartacus;                                               0.00; Unsat;
 731;lwb/k_ph_p.0003.spartacus;                                               0.00; Unsat;
 732;lwb/k_ph_p.0004.spartacus;                                               0.00; Unsat;
 733;lwb/k_ph_p.0005.spartacus;                                               0.01; Unsat;
 734;lwb/k_ph_p.0006.spartacus;                                               0.11; Unsat;
 735;lwb/k_ph_p.0007.spartacus;                                               1.18; Unsat;
 736;lwb/k_ph_p.0008.spartacus;                                              13.51; Unsat;
 737;lwb/k_ph_p.0009.spartacus;                                             166.23; Unsat;
 738;lwb/k_ph_p.0010.spartacus;                                            TIMEOUT;      ;
 739;lwb/k_ph_p.0011.spartacus;                                            TIMEOUT;      ;
 740;lwb/k_ph_p.0012.spartacus;                                            TIMEOUT;      ;
 741;lwb/k_ph_p.0013.spartacus;                                            TIMEOUT;      ;
 742;lwb/k_ph_p.0014.spartacus;                                            TIMEOUT;      ;
 743;lwb/k_ph_p.0015.spartacus;                                            TIMEOUT;      ;
 744;lwb/k_ph_p.0016.spartacus;                                            TIMEOUT;      ;
 745;lwb/k_ph_p.0017.spartacus;                                            TIMEOUT;      ;
 746;lwb/k_ph_p.0018.spartacus;                                            TIMEOUT;      ;
 747;lwb/k_ph_p.0019.spartacus;                                            TIMEOUT;      ;
 748;lwb/k_ph_p.0020.spartacus;                                            TIMEOUT;      ;
 749;lwb/k_ph_p.0021.spartacus;                                            TIMEOUT;      ;
 750;lwb/k_ph_p.0022.spartacus;                                            TIMEOUT;      ;
 751;lwb/k_ph_p.0023.spartacus;                                            TIMEOUT;      ;
 752;lwb/k_ph_p.0024.spartacus;                                            TIMEOUT;      ;
 753;lwb/k_ph_p.0025.spartacus;                                            TIMEOUT;      ;
 754;lwb/k_ph_p.0026.spartacus;                                            TIMEOUT;      ;
 755;lwb/k_ph_p.0027.spartacus;                                            TIMEOUT;      ;
 756;lwb/k_ph_p.0028.spartacus;                                            TIMEOUT;      ;
 757;lwb/k_ph_p.0029.spartacus;                                            TIMEOUT;      ;
 758;lwb/k_ph_p.0030.spartacus;                                            TIMEOUT;      ;
 759;lwb/k_ph_p.0031.spartacus;                                            TIMEOUT;      ;
 760;lwb/k_ph_p.0032.spartacus;                                            TIMEOUT;      ;
 761;lwb/k_ph_p.0033.spartacus;                                            TIMEOUT;      ;
 762;lwb/k_ph_p.0034.spartacus;                                            TIMEOUT;      ;
 763;lwb/k_ph_p.0035.spartacus;                                            TIMEOUT;      ;
 764;lwb/k_ph_p.0036.spartacus;                                            TIMEOUT;      ;
 765;lwb/k_ph_p.0037.spartacus;                                            TIMEOUT;      ;
 766;lwb/k_ph_p.0038.spartacus;                                            TIMEOUT;      ;
 767;lwb/k_ph_p.0039.spartacus;                                            TIMEOUT;      ;
 768;lwb/k_ph_p.0040.spartacus;                                            TIMEOUT;      ;
 769;lwb/k_ph_p.0041.spartacus;                                            TIMEOUT;      ;
 770;lwb/k_ph_p.0042.spartacus;                                            TIMEOUT;      ;
 771;lwb/k_ph_p.0043.spartacus;                                            TIMEOUT;      ;
 772;lwb/k_ph_p.0044.spartacus;                                            TIMEOUT;      ;
 773;lwb/k_ph_p.0045.spartacus;                                            TIMEOUT;      ;
 774;lwb/k_ph_p.0046.spartacus;                                            TIMEOUT;      ;
 775;lwb/k_ph_p.0047.spartacus;                                            TIMEOUT;      ;
 776;lwb/k_ph_p.0048.spartacus;                                            TIMEOUT;      ;
 777;lwb/k_ph_p.0049.spartacus;                                            TIMEOUT;      ;
