  No;Problem;                                                                            ;;
  72;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s1.tptp;  849.93; Unsat;
  73;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s2.tptp; TIMEOUT;      ;
  74;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s3.tptp; TIMEOUT;      ;
  75;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s4.tptp; TIMEOUT;      ;
  76;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s5.tptp; TIMEOUT;      ;
  77;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s6.tptp; TIMEOUT;      ;
  78;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s7.tptp;   21.46; Unsat;
  79;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s8.tptp;   17.44; Unsat;
  80;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s9.tptp;   82.97; Unsat;
  81;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s0.tptp; TIMEOUT;      ;
  82;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s1.tptp;   27.92; Unsat;
  83;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s2.tptp;  116.48; Unsat;
  84;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s3.tptp;    5.80; Unsat;
  85;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s4.tptp;    1.68; Unsat;
  86;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s5.tptp;  372.96; Unsat;
  87;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s6.tptp;    3.55; Unsat;
  88;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s7.tptp;   22.13; Unsat;
  89;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s8.tptp;    0.29; Unsat;
  90;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s9.tptp; TIMEOUT;      ;
  91;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s0.tptp;    5.30; Unsat;
  92;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s1.tptp;   46.57; Unsat;
  93;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s2.tptp;  320.51; Unsat;
  94;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s3.tptp;   19.45; Unsat;
  95;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s4.tptp;    2.26; Unsat;
  96;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s5.tptp;  505.47; Unsat;
  97;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s6.tptp; TIMEOUT;      ;
  98;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s7.tptp;   15.19; Unsat;
  99;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s8.tptp;  157.46; Unsat;
 100;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s9.tptp; TIMEOUT;      ;
 101;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s0.tptp;    1.17; Unsat;
 102;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s1.tptp; TIMEOUT;      ;
 103;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s2.tptp;    3.78; Unsat;
 104;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s3.tptp;    1.76; Unsat;
 105;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s4.tptp;   21.41; Unsat;
 106;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s5.tptp; TIMEOUT;      ;
 107;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s6.tptp;   81.27; Unsat;
