Prover,System,Problem,Execution Time,Result
lwb,vampire,k_d4_p.1800.,9999999.0,NULL
lwb,vampire,k_d4_p.1840.,9999999.0,NULL
lwb,vampire,k_d4_p.1880.,9999999.0,NULL
lwb,vampire,k_dum_n.0008.,0.06, Sat  
lwb,vampire,k_dum_n.0016.,0.12, Sat  
lwb,vampire,k_dum_n.0024.,0.23, Sat  
lwb,vampire,k_dum_n.0032.,0.36, Sat  
lwb,vampire,k_dum_n.0040.,0.56, Sat  
lwb,vampire,k_dum_n.0080.,2.45, Sat  
lwb,vampire,k_dum_n.0120.,6.78, Sat  
lwb,vampire,k_dum_n.0160.,15.59, Sat  
lwb,vampire,k_dum_n.0200.,30.17, Sat  
lwb,vampire,k_dum_n.0240.,52.27, Sat  
lwb,vampire,k_dum_n.0280.,85.46, Sat  
lwb,vampire,k_dum_n.0320.,129.26, Sat  
lwb,vampire,k_dum_n.0360.,192.28, Sat  
lwb,vampire,k_dum_n.0400.,270.7, Sat  
lwb,vampire,k_dum_n.0480.,502.43, Sat  
lwb,vampire,k_dum_n.0560.,854.15, Sat  
lwb,vampire,k_dum_n.0640.,9999999.0,NULL
lwb,vampire,k_dum_n.0720.,9999999.0,NULL
lwb,vampire,k_dum_n.0800.,9999999.0,NULL
lwb,vampire,k_dum_n.0880.,9999999.0,NULL
lwb,vampire,k_dum_n.0960.,9999999.0,NULL
lwb,vampire,k_dum_n.1040.,9999999.0,NULL
lwb,vampire,k_dum_n.1120.,9999999.0,NULL
lwb,vampire,k_dum_n.1200.,9999999.0,NULL
lwb,vampire,k_dum_n.1280.,9999999.0,NULL
lwb,vampire,k_dum_n.1360.,9999999.0,NULL
lwb,vampire,k_dum_n.1440.,9999999.0,NULL
lwb,vampire,k_dum_n.1520.,9999999.0,NULL
lwb,vampire,k_dum_n.1600.,9999999.0,NULL
lwb,vampire,k_dum_n.1680.,9999999.0,NULL
lwb,vampire,k_dum_n.1760.,9999999.0,NULL
lwb,vampire,k_dum_n.1840.,9999999.0,NULL
lwb,vampire,k_dum_n.1920.,9999999.0,NULL
lwb,vampire,k_dum_n.2000.,9999999.0,NULL
lwb,vampire,k_dum_n.2080.,9999999.0,NULL
lwb,vampire,k_dum_n.2160.,9999999.0,NULL
lwb,vampire,k_dum_n.2240.,9999999.0,NULL
lwb,vampire,k_dum_n.2320.,9999999.0,NULL
lwb,vampire,k_dum_n.2400.,9999999.0,NULL
lwb,vampire,k_dum_n.2480.,9999999.0,NULL
lwb,vampire,k_dum_n.2560.,9999999.0,NULL
lwb,vampire,k_dum_n.2640.,9999999.0,NULL
