Prover,System,Problem,Execution Time,Result
lwb,bbtab,k_path_p.0270.,986.68, Unsat
lwb,bbtab,k_path_p.0280.,9999999.0,NULL
lwb,bbtab,k_path_p.0290.,9999999.0,NULL
lwb,bbtab,k_path_p.0300.,9999999.0,NULL
lwb,bbtab,k_path_p.0310.,9999999.0,NULL
lwb,bbtab,k_path_p.0320.,9999999.0,NULL
lwb,bbtab,k_path_p.0330.,9999999.0,NULL
lwb,bbtab,k_path_p.0340.,9999999.0,NULL
lwb,bbtab,k_path_p.0350.,9999999.0,NULL
lwb,bbtab,k_path_p.0360.,9999999.0,NULL
lwb,bbtab,k_path_p.0370.,9999999.0,NULL
lwb,bbtab,k_path_p.0380.,9999999.0,NULL
lwb,bbtab,k_path_p.0390.,9999999.0,NULL
lwb,bbtab,k_path_p.0400.,9999999.0,NULL
lwb,bbtab,k_path_p.0500.,9999999.0,NULL
lwb,bbtab,k_path_p.0600.,9999999.0,NULL
lwb,bbtab,k_path_p.0700.,9999999.0,NULL
lwb,bbtab,k_path_p.0800.,9999999.0,NULL
lwb,bbtab,k_path_p.0900.,9999999.0,NULL
lwb,bbtab,k_path_p.1000.,9999999.0,NULL
lwb,bbtab,k_path_p.1100.,9999999.0,NULL
lwb,bbtab,k_path_p.1200.,9999999.0,NULL
lwb,bbtab,k_ph_n.0002.,0.0, Sat  
lwb,bbtab,k_ph_n.0004.,0.0, Sat  
lwb,bbtab,k_ph_n.0006.,0.0, Sat  
lwb,bbtab,k_ph_n.0008.,0.12, Sat  
lwb,bbtab,k_ph_n.0010.,9.66, Sat  
lwb,bbtab,k_ph_n.0012.,9999999.0,NULL
lwb,bbtab,k_ph_n.0014.,9999999.0,NULL
lwb,bbtab,k_ph_n.0016.,9999999.0,NULL
lwb,bbtab,k_ph_n.0018.,9999999.0,NULL
lwb,bbtab,k_ph_n.0020.,9999999.0,NULL
lwb,bbtab,k_ph_n.0025.,9999999.0,NULL
lwb,bbtab,k_ph_n.0030.,9999999.0,NULL
lwb,bbtab,k_ph_n.0035.,9999999.0,NULL
lwb,bbtab,k_ph_n.0040.,9999999.0,NULL
lwb,bbtab,k_ph_n.0045.,0.0, Sat  
lwb,bbtab,k_ph_n.0050.,9999999.0,NULL
lwb,bbtab,k_ph_n.0055.,9999999.0,NULL
lwb,bbtab,k_ph_n.0060.,9999999.0,NULL
lwb,bbtab,k_ph_n.0065.,9999999.0,NULL
lwb,bbtab,k_ph_n.0070.,9999999.0,NULL
lwb,bbtab,k_ph_n.0075.,9999999.0,NULL
lwb,bbtab,k_ph_n.0080.,9999999.0,NULL
lwb,bbtab,k_ph_n.0085.,9999999.0,NULL
lwb,bbtab,k_ph_n.0090.,9999999.0,NULL
lwb,bbtab,k_ph_n.0095.,9999999.0,NULL
lwb,bbtab,k_ph_n.0100.,9999999.0,NULL
