  No;Problem;                                                                            ;;
 230;qbfL/C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.6.spartacus;               TIMEOUT;      ;
 231;qbfL/C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.7.spartacus;               TIMEOUT;      ;
 232;qbfL/C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.8.spartacus;               TIMEOUT;      ;
 233;qbfL/C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.1.spartacus;              TIMEOUT;      ;
 234;qbfL/C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.2.spartacus;              TIMEOUT;      ;
 235;qbfL/C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.3.spartacus;              TIMEOUT;      ;
 236;qbfL/C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.4.spartacus;              TIMEOUT;      ;
 237;qbfL/C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.5.spartacus;              TIMEOUT;      ;
 238;qbfL/C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.6.spartacus;              TIMEOUT;      ;
 239;qbfL/C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.7.spartacus;              TIMEOUT;      ;
 240;qbfL/C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.8.spartacus;              TIMEOUT;      ;
 241;qbfL/C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.1.spartacus;              TIMEOUT;      ;
 242;qbfL/C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.2.spartacus;              TIMEOUT;      ;
 243;qbfL/C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.3.spartacus;              TIMEOUT;      ;
 244;qbfL/C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.4.spartacus;              TIMEOUT;      ;
 245;qbfL/C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.5.spartacus;              TIMEOUT;      ;
 246;qbfL/C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.6.spartacus;              TIMEOUT;      ;
 247;qbfL/C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.7.spartacus;              TIMEOUT;      ;
 248;qbfL/C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.8.spartacus;              TIMEOUT;      ;
 249;qbfL/C50-V04-D4/p-qbf-cnfLadn-K4-C50-V4-D4.1.spartacus;                  1.58; Unsat;
 250;qbfL/C50-V04-D4/p-qbf-cnfLadn-K4-C50-V4-D4.2.spartacus;                  1.36; Unsat;
 251;qbfL/C50-V04-D4/p-qbf-cnfLadn-K4-C50-V4-D4.3.spartacus;                  1.44; Unsat;
 252;qbfL/C50-V04-D4/p-qbf-cnfLadn-K4-C50-V4-D4.4.spartacus;                  1.43; Unsat;
 253;qbfL/C50-V04-D4/p-qbf-cnfLadn-K4-C50-V4-D4.5.spartacus;                  1.16; Unsat;
 254;qbfL/C50-V04-D4/p-qbf-cnfLadn-K4-C50-V4-D4.6.spartacus;                  1.42; Unsat;
 255;qbfL/C50-V04-D4/p-qbf-cnfLadn-K4-C50-V4-D4.7.spartacus;                  1.77; Sat  ;
 256;qbfL/C50-V04-D4/p-qbf-cnfLadn-K4-C50-V4-D4.8.spartacus;                  1.20; Unsat;
 257;qbfL/C50-V04-D6/p-qbf-cnfLadn-K4-C50-V4-D6.1.spartacus;                226.89; Unsat;
 258;qbfL/C50-V04-D6/p-qbf-cnfLadn-K4-C50-V4-D6.2.spartacus;                207.69; Unsat;
 259;qbfL/C50-V04-D6/p-qbf-cnfLadn-K4-C50-V4-D6.3.spartacus;                199.28; Unsat;
 260;qbfL/C50-V04-D6/p-qbf-cnfLadn-K4-C50-V4-D6.4.spartacus;                194.97; Unsat;
 261;qbfL/C50-V04-D6/p-qbf-cnfLadn-K4-C50-V4-D6.5.spartacus;                234.17; Unsat;
 262;qbfL/C50-V04-D6/p-qbf-cnfLadn-K4-C50-V4-D6.6.spartacus;                260.37; Unsat;
 263;qbfL/C50-V04-D6/p-qbf-cnfLadn-K4-C50-V4-D6.7.spartacus;                251.68; Unsat;
 264;qbfL/C50-V04-D6/p-qbf-cnfLadn-K4-C50-V4-D6.8.spartacus;                216.88; Unsat;
 265;qbfL/C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.1.spartacus;               TIMEOUT;      ;
 266;qbfL/C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.2.spartacus;               TIMEOUT;      ;
 267;qbfL/C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.3.spartacus;               TIMEOUT;      ;
 268;qbfL/C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.4.spartacus;               TIMEOUT;      ;
 269;qbfL/C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.5.spartacus;               TIMEOUT;      ;
 270;qbfL/C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.6.spartacus;               TIMEOUT;      ;
 271;qbfL/C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.7.spartacus;               TIMEOUT;      ;
 272;qbfL/C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.8.spartacus;               TIMEOUT;      ;
 273;qbfL/C50-V08-D6/p-qbf-cnfLadn-K4-C50-V8-D6.1.spartacus;               TIMEOUT;      ;
 274;qbfL/C50-V08-D6/p-qbf-cnfLadn-K4-C50-V8-D6.2.spartacus;               TIMEOUT;      ;
 275;qbfL/C50-V08-D6/p-qbf-cnfLadn-K4-C50-V8-D6.3.spartacus;               TIMEOUT;      ;
 276;qbfL/C50-V08-D6/p-qbf-cnfLadn-K4-C50-V8-D6.4.spartacus;               TIMEOUT;      ;
 277;qbfL/C50-V08-D6/p-qbf-cnfLadn-K4-C50-V8-D6.5.spartacus;               TIMEOUT;      ;
 278;qbfL/C50-V08-D6/p-qbf-cnfLadn-K4-C50-V8-D6.6.spartacus;               TIMEOUT;      ;
 279;qbfL/C50-V08-D6/p-qbf-cnfLadn-K4-C50-V8-D6.7.spartacus;               TIMEOUT;      ;
 280;qbfL/C50-V08-D6/p-qbf-cnfLadn-K4-C50-V8-D6.8.spartacus;               TIMEOUT;      ;
 281;qbfL/C50-V16-D4/p-qbf-cnfLadn-K4-C50-V16-D4.1.spartacus;              TIMEOUT;      ;
 282;qbfL/C50-V16-D4/p-qbf-cnfLadn-K4-C50-V16-D4.2.spartacus;              TIMEOUT;      ;
 283;qbfL/C50-V16-D4/p-qbf-cnfLadn-K4-C50-V16-D4.3.spartacus;              TIMEOUT;      ;
 284;qbfL/C50-V16-D4/p-qbf-cnfLadn-K4-C50-V16-D4.4.spartacus;              TIMEOUT;      ;
 285;qbfL/C50-V16-D4/p-qbf-cnfLadn-K4-C50-V16-D4.5.spartacus;              TIMEOUT;      ;
 286;qbfL/C50-V16-D4/p-qbf-cnfLadn-K4-C50-V16-D4.6.spartacus;              TIMEOUT;      ;
 287;qbfL/C50-V16-D4/p-qbf-cnfLadn-K4-C50-V16-D4.7.spartacus;              TIMEOUT;      ;
 288;qbfL/C50-V16-D4/p-qbf-cnfLadn-K4-C50-V16-D4.8.spartacus;              TIMEOUT;      ;
 289;qbfL/C50-V16-D6/p-qbf-cnfLadn-K4-C50-V16-D6.1.spartacus;              TIMEOUT;      ;
 290;qbfL/C50-V16-D6/p-qbf-cnfLadn-K4-C50-V16-D6.2.spartacus;              TIMEOUT;      ;
 291;qbfL/C50-V16-D6/p-qbf-cnfLadn-K4-C50-V16-D6.3.spartacus;              TIMEOUT;      ;
 292;qbfL/C50-V16-D6/p-qbf-cnfLadn-K4-C50-V16-D6.4.spartacus;              TIMEOUT;      ;
 293;qbfL/C50-V16-D6/p-qbf-cnfLadn-K4-C50-V16-D6.5.spartacus;              TIMEOUT;      ;
 294;qbfL/C50-V16-D6/p-qbf-cnfLadn-K4-C50-V16-D6.6.spartacus;              TIMEOUT;      ;
 295;qbfL/C50-V16-D6/p-qbf-cnfLadn-K4-C50-V16-D6.7.spartacus;              TIMEOUT;      ;
 296;qbfL/C50-V16-D6/p-qbf-cnfLadn-K4-C50-V16-D6.8.spartacus;              TIMEOUT;      ;
 297;qbfML/C10-V4-D4/p-qbf-modKLadn-K4-C10-V4-D4.1.spartacus;                 0.02; Unsat;
 298;qbfML/C10-V4-D4/p-qbf-modKLadn-K4-C10-V4-D4.2.spartacus;                 0.02; Unsat;
 299;qbfML/C10-V4-D4/p-qbf-modKLadn-K4-C10-V4-D4.3.spartacus;                 0.02; Unsat;
 300;qbfML/C10-V4-D4/p-qbf-modKLadn-K4-C10-V4-D4.4.spartacus;                 0.03; Unsat;
 301;qbfML/C10-V4-D4/p-qbf-modKLadn-K4-C10-V4-D4.5.spartacus;                 0.02; Unsat;
 302;qbfML/C10-V4-D4/p-qbf-modKLadn-K4-C10-V4-D4.6.spartacus;                 0.02; Unsat;
 303;qbfML/C10-V4-D4/p-qbf-modKLadn-K4-C10-V4-D4.7.spartacus;                 0.02; Unsat;
 304;qbfML/C10-V4-D4/p-qbf-modKLadn-K4-C10-V4-D4.8.spartacus;                 0.02; Unsat;
 305;qbfML/C10-V4-D6/p-qbf-modKLadn-K4-C10-V4-D6.1.spartacus;                 0.04; Unsat;
 306;qbfML/C10-V4-D6/p-qbf-modKLadn-K4-C10-V4-D6.2.spartacus;                 0.04; Unsat;
 307;qbfML/C10-V4-D6/p-qbf-modKLadn-K4-C10-V4-D6.3.spartacus;                 0.04; Unsat;
 308;qbfML/C10-V4-D6/p-qbf-modKLadn-K4-C10-V4-D6.4.spartacus;                 0.05; Unsat;
 309;qbfML/C10-V4-D6/p-qbf-modKLadn-K4-C10-V4-D6.5.spartacus;                 0.06; Unsat;
 310;qbfML/C10-V4-D6/p-qbf-modKLadn-K4-C10-V4-D6.6.spartacus;                 0.04; Unsat;
 311;qbfML/C10-V4-D6/p-qbf-modKLadn-K4-C10-V4-D6.7.spartacus;                 0.05; Unsat;
 312;qbfML/C10-V4-D6/p-qbf-modKLadn-K4-C10-V4-D6.8.spartacus;                 0.04; Unsat;
 313;qbfML/C10-V8-D4/p-qbf-modKLadn-K4-C10-V8-D4.1.spartacus;                 0.07; Unsat;
 314;qbfML/C10-V8-D4/p-qbf-modKLadn-K4-C10-V8-D4.2.spartacus;                 0.09; Unsat;
 315;qbfML/C10-V8-D4/p-qbf-modKLadn-K4-C10-V8-D4.3.spartacus;                 0.12; Unsat;
 316;qbfML/C10-V8-D4/p-qbf-modKLadn-K4-C10-V8-D4.4.spartacus;                 0.11; Unsat;
 317;qbfML/C10-V8-D4/p-qbf-modKLadn-K4-C10-V8-D4.5.spartacus;                 0.09; Unsat;
 318;qbfML/C10-V8-D4/p-qbf-modKLadn-K4-C10-V8-D4.6.spartacus;                 0.07; Unsat;
 319;qbfML/C10-V8-D4/p-qbf-modKLadn-K4-C10-V8-D4.7.spartacus;                 0.09; Unsat;
 320;qbfML/C10-V8-D4/p-qbf-modKLadn-K4-C10-V8-D4.8.spartacus;                 0.09; Unsat;
 321;qbfML/C10-V8-D6/p-qbf-modKLadn-K4-C10-V8-D6.1.spartacus;                 0.19; Unsat;
 322;qbfML/C10-V8-D6/p-qbf-modKLadn-K4-C10-V8-D6.2.spartacus;                 0.17; Unsat;
 323;qbfML/C10-V8-D6/p-qbf-modKLadn-K4-C10-V8-D6.3.spartacus;                 0.17; Unsat;
 324;qbfML/C10-V8-D6/p-qbf-modKLadn-K4-C10-V8-D6.4.spartacus;                 0.19; Unsat;
 325;qbfML/C10-V8-D6/p-qbf-modKLadn-K4-C10-V8-D6.5.spartacus;                 0.17; Unsat;
 326;qbfML/C10-V8-D6/p-qbf-modKLadn-K4-C10-V8-D6.6.spartacus;                 0.15; Unsat;
 327;qbfML/C10-V8-D6/p-qbf-modKLadn-K4-C10-V8-D6.7.spartacus;                 0.17; Unsat;
 328;qbfML/C10-V8-D6/p-qbf-modKLadn-K4-C10-V8-D6.8.spartacus;                 0.19; Unsat;
 329;qbfML/C20-V4-D4/p-qbf-modKLadn-K4-C20-V4-D4.1.spartacus;                 0.04; Unsat;
 330;qbfML/C20-V4-D4/p-qbf-modKLadn-K4-C20-V4-D4.2.spartacus;                 0.04; Unsat;
 331;qbfML/C20-V4-D4/p-qbf-modKLadn-K4-C20-V4-D4.3.spartacus;                 0.05; Unsat;
 332;qbfML/C20-V4-D4/p-qbf-modKLadn-K4-C20-V4-D4.4.spartacus;                 0.04; Unsat;
 333;qbfML/C20-V4-D4/p-qbf-modKLadn-K4-C20-V4-D4.5.spartacus;                 0.04; Unsat;
 334;qbfML/C20-V4-D4/p-qbf-modKLadn-K4-C20-V4-D4.6.spartacus;                 0.04; Unsat;
 335;qbfML/C20-V4-D4/p-qbf-modKLadn-K4-C20-V4-D4.7.spartacus;                 0.04; Unsat;
 336;qbfML/C20-V4-D4/p-qbf-modKLadn-K4-C20-V4-D4.8.spartacus;                 0.05; Unsat;
 337;qbfML/C20-V4-D6/p-qbf-modKLadn-K4-C20-V4-D6.1.spartacus;                 0.09; Unsat;
 338;qbfML/C20-V4-D6/p-qbf-modKLadn-K4-C20-V4-D6.2.spartacus;                 0.07; Unsat;
 339;qbfML/C20-V4-D6/p-qbf-modKLadn-K4-C20-V4-D6.3.spartacus;                 0.09; Unsat;
 340;qbfML/C20-V4-D6/p-qbf-modKLadn-K4-C20-V4-D6.4.spartacus;                 0.10; Unsat;
 341;qbfML/C20-V4-D6/p-qbf-modKLadn-K4-C20-V4-D6.5.spartacus;                 0.08; Unsat;
 342;qbfML/C20-V4-D6/p-qbf-modKLadn-K4-C20-V4-D6.6.spartacus;                 0.10; Unsat;
 343;qbfML/C20-V4-D6/p-qbf-modKLadn-K4-C20-V4-D6.7.spartacus;                 0.10; Unsat;
 344;qbfML/C20-V4-D6/p-qbf-modKLadn-K4-C20-V4-D6.8.spartacus;                 0.10; Unsat;
 345;qbfML/C20-V8-D4/p-qbf-modKLadn-K4-C20-V8-D4.1.spartacus;                 0.21; Unsat;
 346;qbfML/C20-V8-D4/p-qbf-modKLadn-K4-C20-V8-D4.2.spartacus;                 0.19; Unsat;
 347;qbfML/C20-V8-D4/p-qbf-modKLadn-K4-C20-V8-D4.3.spartacus;                 0.20; Unsat;
 348;qbfML/C20-V8-D4/p-qbf-modKLadn-K4-C20-V8-D4.4.spartacus;                 0.23; Unsat;
 349;qbfML/C20-V8-D4/p-qbf-modKLadn-K4-C20-V8-D4.5.spartacus;                 0.22; Unsat;
 350;qbfML/C20-V8-D4/p-qbf-modKLadn-K4-C20-V8-D4.6.spartacus;                 0.21; Unsat;
 351;qbfML/C20-V8-D4/p-qbf-modKLadn-K4-C20-V8-D4.7.spartacus;                 0.21; Unsat;
 352;qbfML/C20-V8-D4/p-qbf-modKLadn-K4-C20-V8-D4.8.spartacus;                 0.22; Unsat;
 353;qbfML/C20-V8-D6/p-qbf-modKLadn-K4-C20-V8-D6.1.spartacus;                 0.50; Unsat;
 354;qbfML/C20-V8-D6/p-qbf-modKLadn-K4-C20-V8-D6.2.spartacus;                 0.35; Unsat;
 355;qbfML/C20-V8-D6/p-qbf-modKLadn-K4-C20-V8-D6.3.spartacus;                 0.43; Unsat;
 356;qbfML/C20-V8-D6/p-qbf-modKLadn-K4-C20-V8-D6.4.spartacus;                 0.42; Unsat;
 357;qbfML/C20-V8-D6/p-qbf-modKLadn-K4-C20-V8-D6.5.spartacus;                 0.39; Unsat;
 358;qbfML/C20-V8-D6/p-qbf-modKLadn-K4-C20-V8-D6.6.spartacus;                 0.38; Unsat;
 359;qbfML/C20-V8-D6/p-qbf-modKLadn-K4-C20-V8-D6.7.spartacus;                 0.41; Unsat;
 360;qbfML/C20-V8-D6/p-qbf-modKLadn-K4-C20-V8-D6.8.spartacus;                 0.41; Unsat;
 361;qbfML/C30-V4-D4/p-qbf-modKLadn-K4-C30-V4-D4.1.spartacus;                 0.06; Unsat;
 362;qbfML/C30-V4-D4/p-qbf-modKLadn-K4-C30-V4-D4.2.spartacus;                 0.06; Unsat;
 363;qbfML/C30-V4-D4/p-qbf-modKLadn-K4-C30-V4-D4.3.spartacus;                 0.06; Unsat;
 364;qbfML/C30-V4-D4/p-qbf-modKLadn-K4-C30-V4-D4.4.spartacus;                 0.06; Unsat;
 365;qbfML/C30-V4-D4/p-qbf-modKLadn-K4-C30-V4-D4.5.spartacus;                 0.06; Unsat;
 366;qbfML/C30-V4-D4/p-qbf-modKLadn-K4-C30-V4-D4.6.spartacus;                 0.06; Unsat;
 367;qbfML/C30-V4-D4/p-qbf-modKLadn-K4-C30-V4-D4.7.spartacus;                 0.07; Unsat;
 368;qbfML/C30-V4-D4/p-qbf-modKLadn-K4-C30-V4-D4.8.spartacus;                 0.06; Unsat;
 369;qbfML/C30-V4-D6/p-qbf-modKLadn-K4-C30-V4-D6.1.spartacus;                 0.13; Unsat;
 370;qbfML/C30-V4-D6/p-qbf-modKLadn-K4-C30-V4-D6.2.spartacus;                 0.12; Unsat;
 371;qbfML/C30-V4-D6/p-qbf-modKLadn-K4-C30-V4-D6.3.spartacus;                 0.13; Unsat;
 372;qbfML/C30-V4-D6/p-qbf-modKLadn-K4-C30-V4-D6.4.spartacus;                 0.12; Unsat;
 373;qbfML/C30-V4-D6/p-qbf-modKLadn-K4-C30-V4-D6.5.spartacus;                 0.12; Unsat;
 374;qbfML/C30-V4-D6/p-qbf-modKLadn-K4-C30-V4-D6.6.spartacus;                 0.12; Unsat;
 375;qbfML/C30-V4-D6/p-qbf-modKLadn-K4-C30-V4-D6.7.spartacus;                 0.12; Unsat;
 376;qbfML/C30-V4-D6/p-qbf-modKLadn-K4-C30-V4-D6.8.spartacus;                 0.12; Unsat;
 377;qbfML/C30-V8-D4/p-qbf-modKLadn-K4-C30-V8-D4.1.spartacus;                 0.29; Unsat;
 378;qbfML/C30-V8-D4/p-qbf-modKLadn-K4-C30-V8-D4.2.spartacus;                 0.26; Unsat;
 379;qbfML/C30-V8-D4/p-qbf-modKLadn-K4-C30-V8-D4.3.spartacus;                 0.29; Unsat;
 380;qbfML/C30-V8-D4/p-qbf-modKLadn-K4-C30-V8-D4.4.spartacus;                 0.28; Unsat;
 381;qbfML/C30-V8-D4/p-qbf-modKLadn-K4-C30-V8-D4.5.spartacus;                 0.31; Unsat;
 382;qbfML/C30-V8-D4/p-qbf-modKLadn-K4-C30-V8-D4.6.spartacus;                 0.30; Unsat;
 383;qbfML/C30-V8-D4/p-qbf-modKLadn-K4-C30-V8-D4.7.spartacus;                 0.29; Unsat;
 384;qbfML/C30-V8-D4/p-qbf-modKLadn-K4-C30-V8-D4.8.spartacus;                 0.27; Unsat;
 385;qbfML/C30-V8-D6/p-qbf-modKLadn-K4-C30-V8-D6.1.spartacus;                 0.60; Unsat;
 386;qbfML/C30-V8-D6/p-qbf-modKLadn-K4-C30-V8-D6.2.spartacus;                 0.61; Unsat;
 387;qbfML/C30-V8-D6/p-qbf-modKLadn-K4-C30-V8-D6.3.spartacus;                 0.63; Unsat;
 388;qbfML/C30-V8-D6/p-qbf-modKLadn-K4-C30-V8-D6.4.spartacus;                 0.54; Unsat;
 389;qbfML/C30-V8-D6/p-qbf-modKLadn-K4-C30-V8-D6.5.spartacus;                 0.53; Unsat;
 390;qbfML/C30-V8-D6/p-qbf-modKLadn-K4-C30-V8-D6.6.spartacus;                 0.65; Unsat;
 391;qbfML/C30-V8-D6/p-qbf-modKLadn-K4-C30-V8-D6.7.spartacus;                 0.58; Unsat;
 392;qbfML/C30-V8-D6/p-qbf-modKLadn-K4-C30-V8-D6.8.spartacus;                 0.61; Unsat;
 393;qbfML/C40-V4-D4/p-qbf-modKLadn-K4-C40-V4-D4.1.spartacus;                 0.08; Unsat;
 394;qbfML/C40-V4-D4/p-qbf-modKLadn-K4-C40-V4-D4.2.spartacus;                 0.09; Unsat;
 395;qbfML/C40-V4-D4/p-qbf-modKLadn-K4-C40-V4-D4.3.spartacus;                 0.08; Unsat;
 396;qbfML/C40-V4-D4/p-qbf-modKLadn-K4-C40-V4-D4.4.spartacus;                 0.09; Unsat;
 397;qbfML/C40-V4-D4/p-qbf-modKLadn-K4-C40-V4-D4.5.spartacus;                 0.09; Unsat;
 398;qbfML/C40-V4-D4/p-qbf-modKLadn-K4-C40-V4-D4.6.spartacus;                 0.08; Unsat;
 399;qbfML/C40-V4-D4/p-qbf-modKLadn-K4-C40-V4-D4.7.spartacus;                 0.08; Unsat;
 400;qbfML/C40-V4-D4/p-qbf-modKLadn-K4-C40-V4-D4.8.spartacus;                 0.09; Unsat;
 401;qbfML/C40-V4-D6/p-qbf-modKLadn-K4-C40-V4-D6.1.spartacus;                 0.17; Unsat;
 402;qbfML/C40-V4-D6/p-qbf-modKLadn-K4-C40-V4-D6.2.spartacus;                 0.17; Unsat;
 403;qbfML/C40-V4-D6/p-qbf-modKLadn-K4-C40-V4-D6.3.spartacus;                 0.16; Unsat;
 404;qbfML/C40-V4-D6/p-qbf-modKLadn-K4-C40-V4-D6.4.spartacus;                 0.18; Unsat;
 405;qbfML/C40-V4-D6/p-qbf-modKLadn-K4-C40-V4-D6.5.spartacus;                 0.18; Unsat;
 406;qbfML/C40-V4-D6/p-qbf-modKLadn-K4-C40-V4-D6.6.spartacus;                 0.17; Unsat;
 407;qbfML/C40-V4-D6/p-qbf-modKLadn-K4-C40-V4-D6.7.spartacus;                 0.18; Unsat;
 408;qbfML/C40-V4-D6/p-qbf-modKLadn-K4-C40-V4-D6.8.spartacus;                 0.18; Unsat;
 409;qbfML/C40-V8-D4/p-qbf-modKLadn-K4-C40-V8-D4.1.spartacus;                 0.35; Unsat;
 410;qbfML/C40-V8-D4/p-qbf-modKLadn-K4-C40-V8-D4.2.spartacus;                 0.40; Unsat;
 411;qbfML/C40-V8-D4/p-qbf-modKLadn-K4-C40-V8-D4.3.spartacus;                 0.36; Unsat;
 412;qbfML/C40-V8-D4/p-qbf-modKLadn-K4-C40-V8-D4.4.spartacus;                 0.37; Unsat;
 413;qbfML/C40-V8-D4/p-qbf-modKLadn-K4-C40-V8-D4.5.spartacus;                 0.36; Unsat;
 414;qbfML/C40-V8-D4/p-qbf-modKLadn-K4-C40-V8-D4.6.spartacus;                 0.35; Unsat;
 415;qbfML/C40-V8-D4/p-qbf-modKLadn-K4-C40-V8-D4.7.spartacus;                 0.36; Unsat;
 416;qbfML/C40-V8-D4/p-qbf-modKLadn-K4-C40-V8-D4.8.spartacus;                 0.34; Unsat;
 417;qbfML/C40-V8-D6/p-qbf-modKLadn-K4-C40-V8-D6.1.spartacus;                 0.70; Unsat;
 418;qbfML/C40-V8-D6/p-qbf-modKLadn-K4-C40-V8-D6.2.spartacus;                 0.75; Unsat;
 419;qbfML/C40-V8-D6/p-qbf-modKLadn-K4-C40-V8-D6.3.spartacus;                 0.82; Unsat;
 420;qbfML/C40-V8-D6/p-qbf-modKLadn-K4-C40-V8-D6.4.spartacus;                 0.77; Unsat;
 421;qbfML/C40-V8-D6/p-qbf-modKLadn-K4-C40-V8-D6.5.spartacus;                 0.79; Unsat;
 422;qbfML/C40-V8-D6/p-qbf-modKLadn-K4-C40-V8-D6.6.spartacus;                 0.74; Unsat;
 423;qbfML/C40-V8-D6/p-qbf-modKLadn-K4-C40-V8-D6.7.spartacus;                 0.71; Unsat;
 424;qbfML/C40-V8-D6/p-qbf-modKLadn-K4-C40-V8-D6.8.spartacus;                 0.77; Unsat;
 425;qbfML/C50-V4-D4/p-qbf-modKLadn-K4-C50-V4-D4.1.spartacus;                 0.12; Unsat;
 426;qbfML/C50-V4-D4/p-qbf-modKLadn-K4-C50-V4-D4.2.spartacus;                 0.12; Unsat;
 427;qbfML/C50-V4-D4/p-qbf-modKLadn-K4-C50-V4-D4.3.spartacus;                 0.12; Unsat;
 428;qbfML/C50-V4-D4/p-qbf-modKLadn-K4-C50-V4-D4.4.spartacus;                 0.13; Unsat;
 429;qbfML/C50-V4-D4/p-qbf-modKLadn-K4-C50-V4-D4.5.spartacus;                 0.12; Unsat;
 430;qbfML/C50-V4-D4/p-qbf-modKLadn-K4-C50-V4-D4.6.spartacus;                 0.12; Unsat;
 431;qbfML/C50-V4-D4/p-qbf-modKLadn-K4-C50-V4-D4.7.spartacus;                 0.12; Unsat;
 432;qbfML/C50-V4-D4/p-qbf-modKLadn-K4-C50-V4-D4.8.spartacus;                 0.11; Unsat;
 433;qbfML/C50-V4-D6/p-qbf-modKLadn-K4-C50-V4-D6.1.spartacus;                 0.24; Unsat;
 434;qbfML/C50-V4-D6/p-qbf-modKLadn-K4-C50-V4-D6.2.spartacus;                 0.22; Unsat;
 435;qbfML/C50-V4-D6/p-qbf-modKLadn-K4-C50-V4-D6.3.spartacus;                 0.24; Unsat;
 436;qbfML/C50-V4-D6/p-qbf-modKLadn-K4-C50-V4-D6.4.spartacus;                 0.22; Unsat;
 437;qbfML/C50-V4-D6/p-qbf-modKLadn-K4-C50-V4-D6.5.spartacus;                 0.23; Unsat;
 438;qbfML/C50-V4-D6/p-qbf-modKLadn-K4-C50-V4-D6.6.spartacus;                 0.24; Unsat;
 439;qbfML/C50-V4-D6/p-qbf-modKLadn-K4-C50-V4-D6.7.spartacus;                 0.21; Unsat;
 440;qbfML/C50-V4-D6/p-qbf-modKLadn-K4-C50-V4-D6.8.spartacus;                 0.24; Unsat;
 441;qbfML/C50-V8-D4/p-qbf-modKLadn-K4-C50-V8-D4.1.spartacus;                 0.46; Unsat;
 442;qbfML/C50-V8-D4/p-qbf-modKLadn-K4-C50-V8-D4.2.spartacus;                 0.44; Unsat;
 443;qbfML/C50-V8-D4/p-qbf-modKLadn-K4-C50-V8-D4.3.spartacus;                 0.48; Unsat;
 444;qbfML/C50-V8-D4/p-qbf-modKLadn-K4-C50-V8-D4.4.spartacus;                 0.47; Unsat;
 445;qbfML/C50-V8-D4/p-qbf-modKLadn-K4-C50-V8-D4.5.spartacus;                 0.47; Unsat;
 446;qbfML/C50-V8-D4/p-qbf-modKLadn-K4-C50-V8-D4.6.spartacus;                 0.43; Unsat;
 447;qbfML/C50-V8-D4/p-qbf-modKLadn-K4-C50-V8-D4.7.spartacus;                 0.45; Unsat;
 448;qbfML/C50-V8-D4/p-qbf-modKLadn-K4-C50-V8-D4.8.spartacus;                 0.48; Unsat;
 449;qbfML/C50-V8-D6/p-qbf-modKLadn-K4-C50-V8-D6.1.spartacus;                 0.97; Unsat;
 450;qbfML/C50-V8-D6/p-qbf-modKLadn-K4-C50-V8-D6.2.spartacus;                 0.85; Unsat;
 451;qbfML/C50-V8-D6/p-qbf-modKLadn-K4-C50-V8-D6.3.spartacus;                 0.95; Unsat;
 452;qbfML/C50-V8-D6/p-qbf-modKLadn-K4-C50-V8-D6.4.spartacus;                 0.91; Unsat;
 453;qbfML/C50-V8-D6/p-qbf-modKLadn-K4-C50-V8-D6.5.spartacus;                 0.89; Unsat;
 454;qbfML/C50-V8-D6/p-qbf-modKLadn-K4-C50-V8-D6.6.spartacus;                 0.92; Unsat;
 455;qbfML/C50-V8-D6/p-qbf-modKLadn-K4-C50-V8-D6.7.spartacus;                 0.90; Unsat;
 456;qbfML/C50-V8-D6/p-qbf-modKLadn-K4-C50-V8-D6.8.spartacus;                 0.94; Unsat;
 457;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D4.1.spartacus;               0.49; Unsat;
 458;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D4.2.spartacus;               0.38; Unsat;
 459;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D4.3.spartacus;               0.49; Unsat;
 460;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D4.4.spartacus;               0.34; Unsat;
